UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
E2PW78,476,['Putative glutamine synthetase'],Oligomer of 12 subunits arranged in the form of two hexagons.,"['glnA1', 'SCLAV_0834']",12
D5SL58,477,"['Endo-1,3-beta-glucanase']",Oligomer of 12 subunits arranged in the form of two hexagons.,"['lamA', 'SCLAV_p1165']",12
E2PX88,478,['2-deoxy-scyllo-inosamine dehydrogenase'],Oligomer of 12 subunits arranged in the form of two hexagons.,[],12
B5GZ79,479,['2-deoxy-scyllo-inosamine dehydrogenase'],Oligomer of 12 subunits arranged in the form of two hexagons.,[],12
E2Q3L2,480,['Glutamate 5-kinase'],Oligomer of 12 subunits arranged in the form of two hexagons.,"['proB', 'SCLAV_1758']",12
E2Q661,481,['Amino acid ABC transporter permease protein'],Oligomer of 12 subunits arranged in the form of two hexagons.,[],12
B5GPC6,482,['Glutamate decarboxylase'],Oligomer of 12 subunits arranged in the form of two hexagons.,"['gadB', 'SCLAV_2421']",12
E2PZ59,483,['Glutamate dehydrogenase'],Oligomer of 12 subunits arranged in the form of two hexagons.,"['rocG', 'SCLAV_5247']",12
E2Q5C0,484,['NAD-glutamate dehydrogenase'],Oligomer of 12 subunits arranged in the form of two hexagons.,[],12
E2PXT6,485,"['Amidophosphoribosyltransferase', 'ATase']",Oligomer of 12 subunits arranged in the form of two hexagons.,"['purF', 'SCLAV_3105']",12
E2PZM8,486,"['Imidazole glycerol phosphate synthase subunit HisH', 'IGP synthase glutaminase subunit', 'IGP synthase subunit HisH', 'ImGP synthase subunit HisH', 'IGPS subunit HisH']",Heterodimer of HisH and HisF.,"['hisH', 'hisH2', 'SCLAV_1258']",1
E2Q796,487,['Glutamate racemase'],Heterodimer of HisH and HisF.,[],1
E2PZK0,488,['Glutamate synthase'],Heterodimer of HisH and HisF.,[],1
E2PZJ9,489,['Glutamate synthase [NADPH] small chain'],Heterodimer of HisH and HisF.,"['gltD', 'SCLAV_1230']",1
E2PXB5,490,['Acyl CoA dehydrogenase'],Heterodimer of HisH and HisF.,[],1
E2Q7L2,491,"['Glutamyl-tRNA reductase', 'GluTR']",Homodimer.,"['hemA', 'SCLAV_2345']",2
E2Q2P5,492,"['2-amino-3-ketobutyrate coenzyme A ligase', 'AKB ligase']",Homodimer.,"['kbl', 'SCLAV_5689']",2
B5GXE5,493,['Carbohydrate ABC transporter membrane protein'],Homodimer.,[],2
B5GUW7,494,['Glycerate kinase'],Homodimer.,[],2
E2Q7T9,495,['Glycine cleavage system H protein'],"The glycine cleavage system is composed of four proteins: P, T, L and H.","['gcvH', 'SCLAV_4400']",1
B5H3V5,496,['3-hydroxyisobutyrate dehydrogenase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[],1
E2PWC1,497,['Glycerol uptake facilitator protein'],"The glycine cleavage system is composed of four proteins: P, T, L and H.","['glpF2', 'SCLAV_0877']",1
E2Q006,498,['D-2-hydroxyglutarate dehydrogenase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[],1
E2Q572,499,['Putative oxidoreductase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[],1
B5H2G1,500,"['Glycerol kinase', 'ATP:glycerol 3-phosphotransferase', 'Glycerokinase', 'GK']","The glycine cleavage system is composed of four proteins: P, T, L and H.","['glpK', 'SCLAV_0878']",1
E2PU89,501,"['Glycerol kinase', 'ATP:glycerol 3-phosphotransferase', 'Glycerokinase', 'GK']","The glycine cleavage system is composed of four proteins: P, T, L and H.","['glpK', 'glpK2', 'SCLAV_0632']",1
E2Q9R0,502,['Hydrolase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[],1
B5GWY2,503,['Hydrolase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[],1
B5GQH4,504,['Fatty acid ABC transporter ATP-binding/permease protein'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[],1
E2PW35,505,['Amino transferase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[],1
E2Q369,506,"['GMP synthase [glutamine-hydrolyzing]', 'GMP synthetase', 'Glutamine amidotransferase']",Homodimer.,"['guaA', 'guaA2', 'SCLAV_3712']",2
B5H363,507,"['6-phosphogluconate dehydrogenase, decarboxylating']",Homodimer.,[],2
E2PWF3,508,['Gluconokinase'],Homodimer.,[],2
B5GWJ2,509,['Glycerophosphoryl diester phosphodiesterase'],Homodimer.,"['glpQ2', 'SCLAV_2827']",2
E2PVC0,510,['glycerophosphodiester phosphodiesterase'],Homodimer.,[],2
E2PUB3,511,['Putative phosphodiesterase'],Homodimer.,[],2
E2PZ45,512,['Putative squalene/phytoene synthase'],Homodimer.,"['hopD', 'SCLAV_5234']",2
B5GTS5,513,['Isoprenyl transferase'],Homodimer.,[],2
B5H2W1,514,['Putative glutathionylspermidine synthase'],Homodimer.,[],2
B5H1N8,515,"['L-lysine N6-monooxygenase MbtG', 'Lysine 6-N-hydroxylase', 'Lysine N6-hydroxylase', 'Lysine-N-oxygenase', 'Mycobactin synthase protein G']",Homodimer.,"['alcA', 'SCLAV_1949']",2
B5H2L4,516,['Glutathione peroxidase'],Homodimer.,[],2
E2Q9E8,517,['ABC transporter'],Homodimer.,[],2
Q8KRB4,518,[],Homodimer.,"['oppA2', 'SCLAV_4183']",2
B5GPB7,519,['GTP cyclohydrolase 1'],Homopolymer.,"['folE', 'SCLAV_2412']",1
E2PV73,520,"['GTP pyrophosphokinase', '(p)ppGpp synthase', ""ATP:GTP 3'-pyrophosphotransferase"", 'ppGpp synthase I']",Homopolymer.,"['relA1', 'SCLAV_0744']",1
E2Q197,521,"['Guanine deaminase', 'Guanase']",Homopolymer.,"['guaD', 'SCLAV_3530']",1
E2Q614,522,['Cytosine/adenosine deaminase'],Homopolymer.,"['gde', 'SCLAV_0098']",1
E2PUG3,523,['Purine phosphoribosyltransferase'],Homopolymer.,[],1
E2Q9P9,524,['Integral membrane transport protein'],Homopolymer.,[],1
E2Q606,525,['Carbonic anhydrase carbonate dehydratase'],Homopolymer.,[],1
E2Q6R8,526,['3-hydroxyacyl-CoA dehydrogenase'],Homopolymer.,[],1
E2PX60,527,['Dehydrogenase'],Homopolymer.,[],1
B5GNT8,528,['Arabinose efflux permease family protein'],Homopolymer.,[],1
E2PXB6,529,['Multidrug efflux protein'],Homopolymer.,[],1
B5GRN4,530,['carbonic anhydrase'],Homopolymer.,[],1
B5GML0,531,['Carbonic anhydrase'],Homopolymer.,[],1
B5GUS6,532,['Homocysteine methyltransferase'],Homopolymer.,"['mmuM', 'SCLAV_4809']",1
B5GQ14,533,['uroporphyrinogen-III C-methyltransferase'],Homopolymer.,[],1
E2PX18,534,['Glucokinase'],Homopolymer.,[],1
C6GZ82,535,['Glucokinase'],Homopolymer.,"['glkA', 'SCLAV_1340']",1
E2Q7A7,536,['Putative ROK-family transcriptional regulator'],Homopolymer.,[],1
E2PYL4,537,['Fructokinase'],Homopolymer.,[],1
E2PWH3,538,"['Homogentisate 1,2-dioxygenase', 'HGDO', 'Homogentisate oxygenase', 'Homogentisic acid oxidase', 'Homogentisicase']",Hexamer; dimer of trimers.,"['hmgA', 'SCLAV_0929']",1
B5GUR5,539,['5-carboxymethyl-2-hydroxymuconate delta-isomerase'],Hexamer; dimer of trimers.,[],1
E2Q526,540,"['Putative 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase']",Hexamer; dimer of trimers.,"['hpcE', 'SCLAV_1994']",1
B5GMB3,541,"['3-hydroxyisobutyrate dehydrogenase', 'HIBADH']",Hexamer; dimer of trimers.,"['mmsB1', 'SCLAV_p0936']",1
E2Q0I1,542,['Histidine ammonia-lyase'],Hexamer; dimer of trimers.,[],1
E2Q3X4,543,"['Histidine ammonia-lyase', 'Histidase']",Hexamer; dimer of trimers.,"['hutH1', 'hutH', 'SCLAV_3840']",1
B5GXS7,544,"['Histidinol dehydrogenase', 'HDH']",Hexamer; dimer of trimers.,"['hisD', 'SCLAV_1262']",1
E2PUW6,545,['Inositol-1-monophosphatase'],Hexamer; dimer of trimers.,[],1
E2Q1W8,546,['Twin-arginine translocation pathway signal'],Hexamer; dimer of trimers.,[],1
B5H3H5,547,"['Potassium-transporting ATPase potassium-binding subunit', 'ATP phosphohydrolase [potassium-transporting] A chain', 'Potassium-binding and translocating subunit A', 'Potassium-translocating ATPase A chain']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['atkA', 'kdpA', 'SCLAV_5144']",1
E2Q6W5,548,['Hydroxymethylbilane synthase'],Monomer.,[],1
B5GQ15,549,"['Porphobilinogen deaminase', 'PBG', 'Hydroxymethylbilane synthase', 'HMBS', 'Pre-uroporphyrinogen synthase']",Monomer.,"['hemC', 'SCLAV_2344']",1
B5GV35,550,"['Porphobilinogen deaminase', 'PBG', 'Hydroxymethylbilane synthase', 'HMBS', 'Pre-uroporphyrinogen synthase']",Monomer.,"['hemC', 'SCLAV_1424']",1
B5H1P2,551,['Putative hydroxymethylglutaryl-CoA lyase'],Monomer.,[],1
B5H053,552,['Phosphomethylpyrimidine kinase'],Monomer.,[],1
E2Q9B6,553,['Putative hydrolase'],Monomer.,[],1
B5GNX7,554,['Putative reductase'],Monomer.,[],1
E2Q0K7,555,['2-hydroxyacid-family dehydrogenase'],Monomer.,[],1
E2Q6M5,556,['Homoserine dehydrogenase'],Monomer.,[],1
E2Q1J9,557,"['Homoserine O-acetyltransferase', 'HAT']",Homodimer.,"['metX', 'metXA', 'SCLAV_5558']",2
E2PWJ6,558,['Alpha/beta hydrolase'],Homodimer.,"['cvm4', 'SCLAV_2924']",2
E2Q6M7,559,['Homoserine kinase'],Homodimer.,"['thrB', 'SCLAV_4252']",2
E2PVL8,560,"['Aromatic amino acid aminotransferase', 'ArAT']",Homodimer.,"['pat', 'SCLAV_2859']",2
E2PZN1,561,['Histidinol-phosphate aminotransferase'],Homodimer.,"['hisC', 'SCLAV_1261']",2
E2PYC6,562,['Aminotransferase'],Homodimer.,[],2
E2PW25,563,"['Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family']",Homodimer.,[],2
E2PW24,564,['Xanthine dehydrogenase'],Homodimer.,[],2
B5GSK3,565,['Putative oxidoreductase'],Homodimer.,[],2
B5GPB9,566,['Hypoxanthine phosphoribosyltransferase'],Homodimer.,[],2
B5H091,567,['Hydrogen:quinone oxidoreductase'],Homodimer.,"['hydB', 'SCLAV_0334']",2
B5H092,568,['NADH ubiquinone oxidoreductase'],Heterodimer of a large and a small subunit.,[],1
E2Q888,569,['NiFe-hydrogenase expression/formation protein'],Heterodimer of a large and a small subunit.,"['hypC', 'SCLAV_0344']",1
B5H365,570,['N-acetyl-glucosamine catabolism protein'],Heterodimer of a large and a small subunit.,[],1
E2Q7V3,571,['Pyridoxal-phosphate-dependent aminotransferase'],Heterodimer of a large and a small subunit.,[],1
E2Q3D7,572,['Methylmalonyl CoA mutase'],Heterodimer of a large and a small subunit.,"['mcmA', 'SCLAV_3780']",1
B5GYX7,573,['Isobutiryl CoA mutase'],Heterodimer of a large and a small subunit.,[],1
E2PVD8,574,['Isocitrate dehydrogenase [NADP]'],Heterodimer of a large and a small subunit.,"['icdA', 'SCLAV_0808']",1
D5SKH1,575,['Isocitrate lyase'],Homotetramer.,"['aceA', 'SCLAV_p0927']",4
E2PZM5,576,"['Imidazole glycerol phosphate synthase subunit HisF', 'IGP synthase cyclase subunit', 'IGP synthase subunit HisF', 'ImGP synthase subunit HisF', 'IGPS subunit HisF']",Heterodimer of HisH and HisF.,"['hisF', 'SCLAV_1255']",1
B5GXS9,577,"['Imidazoleglycerol-phosphate dehydratase', 'IGPD']",Heterodimer of HisH and HisF.,"['hisB', 'SCLAV_1260']",1
E2PZL6,578,"['Indole-3-glycerol phosphate synthase', 'IGPS']",Heterodimer of HisH and HisF.,"['trpC', 'SCLAV_1246']",1
E2PYQ5,579,['Branched chain amino acid transport permease'],Heterodimer of HisH and HisF.,[],1
E2PXT9,580,['Valine dehydrogenase'],Homodimer.,[],2
B5H0M8,581,['Branched-chain-amino-acid aminotransferase'],Homodimer.,[],2
E2PVA3,582,['aminodeoxychorismate lyase'],Homodimer.,[],2
E2Q359,583,['Inositol-5-monophosphate dehydrogenase'],Homodimer.,[],2
B5GYV3,584,"[""Inosine-5'-monophosphate dehydrogenase""]",Homotetramer.,"['guaB2', 'guaB', 'SCLAV_3701']",4
E2PV21,585,['GMP reductase'],Homotetramer.,"['guaB1', 'SCLAV_0692']",4
E2PY20,586,['Putative oxidoreductase'],Homotetramer.,[],4
E2Q9E6,587,['Glycosyl hydrolase family 109 protein'],Homotetramer.,[],4
E2PX13,588,['Oxidoreductase'],Homotetramer.,[],4
E2Q4D8,589,['IolC protein'],Homotetramer.,"['iolC', 'SCLAV_1903']",4
B5GV50,590,['Putative IolB protein'],Homotetramer.,"['iolB', 'SCLAV_1901']",4
E2PYC0,591,"['Isopentenyl-diphosphate Delta-isomerase', 'IPP isomerase', 'IPP:DMAPP isomerase', 'Isopentenyl pyrophosphate isomerase']",Homotetramer.,"['idi', 'SCLAV_5224']",4
E2Q2J1,592,['Putative dehydrogenase'],Homotetramer.,[],4
B5H0M9,593,"['3-isopropylmalate dehydrogenase', '3-IPM-DH', 'Beta-IPM dehydrogenase', 'IMDH']",Homodimer.,"['leu', 'leuB', 'SCLAV_4462']",2
B5H063,594,"['3-isopropylmalate dehydratase small subunit', 'Alpha-IPM isomerase', 'IPMI', 'Isopropylmalate isomerase']",Heterodimer of LeuC and LeuD.,"['leuD', 'SCLAV_4502']",1
E2Q8V8,595,"['3-isopropylmalate dehydratase large subunit', 'Alpha-IPM isomerase', 'IPMI', 'Isopropylmalate isomerase']",Heterodimer of LeuC and LeuD.,"['leuC', 'SCLAV_4501']",1
E2Q329,596,"['2-isopropylmalate synthase', 'Alpha-IPM synthase', 'Alpha-isopropylmalate synthase']",Homodimer.,"['leuA', 'SCLAV_1707']",2
D5SLD7,597,['2-isopropylmalate synthase'],Homodimer.,[],2
E2Q6C5,598,['Imidazolonepropionase'],Homodimer.,"['hutI', 'SCLAV_2176']",2
E2Q1F7,599,"['Potassium-transporting ATPase potassium-binding subunit', 'ATP phosphohydrolase [potassium-transporting] A chain', 'Potassium-binding and translocating subunit A', 'Potassium-translocating ATPase A chain']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['kdpA', 'SCLAV_5516']",1
E2Q1F5,600,"['Potassium-transporting ATPase KdpC subunit', 'ATP phosphohydrolase [potassium-transporting] C chain', 'Potassium-binding and translocating subunit C', 'Potassium-translocating ATPase C chain']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['kdpC', 'kdpC2', 'SCLAV_5514']",1
E2PY42,601,"['Potassium-transporting ATPase ATP-binding subunit', 'ATP phosphohydrolase [potassium-transporting] B chain', 'Potassium-binding and translocating subunit B', 'Potassium-translocating ATPase B chain']","The system is composed of three essential subunits: KdpA, KdpB and KdpC.","['atkB', 'kdpB', 'kdpB3', 'SCLAV_5145']",1
E2Q3E5,602,['N-acylneuraminate cytidylyltransferase'],Homotetramer.,[],4
E2Q2T6,603,['Ion transport integral membrane protein'],Homotetramer.,[],4
E2Q1V8,604,['Major facilitator superfamily permease'],Homotetramer.,[],4
E2PY47,605,['Putative sodium/proton antiporter'],Homotetramer.,[],4
B5GMN2,606,['Putative cation antiporter subunit'],Homotetramer.,[],4
D5SKU6,607,['NADH dehydrogenase'],Homotetramer.,[],4
D5SKU8,608,['Putative cation antiporter NADH dehydrogenase subunit'],Homotetramer.,[],4
E2Q4F2,609,['beta-N-acetylhexosaminidase'],Homotetramer.,[],4
B5H3Q4,610,['Putative sugar transport system permease protein'],Homotetramer.,[],4
B5GV22,611,"['Octanoyltransferase', 'Lipoate-protein ligase B', 'Lipoyl/octanoyl transferase', 'Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase']",Homotetramer.,"['lipB', 'SCLAV_1410']",4
B5GV23,612,"['Lipoyl synthase', 'Lip-syn', 'LS', 'Lipoate synthase', 'Lipoic acid synthase', 'Sulfur insertion protein LipA']",Homotetramer.,"['lipA', 'SCLAV_1411']",4
B6ICY9,613,['Membrane protein'],Homotetramer.,"['orfH', 'SCLAV_p1065']",4
E2Q0M3,614,['Acylglycerol lipase'],Homotetramer.,[],4
B5H1C7,615,['Amino oxidase'],Homotetramer.,[],4
B5GRN8,616,['Malate synthase'],Homotetramer.,"['masY', 'SCLAV_5001']",4
D5SKH2,617,['Malate synthase'],Homotetramer.,"['aceB', 'SCLAV_p0928']",4
E2Q0Y5,618,['Putative alpha-glucosidase'],Homotetramer.,[],4
B5GQC6,619,['Sugar ABC transporter permease protein'],Homotetramer.,"['dasB', 'SCLAV_4095']",4
B5GSJ9,620,['Sugar transporter sugar-binding protein'],Homotetramer.,[],4
B5GP12,621,['Guanyltransferase'],Homotetramer.,[],4
E2Q672,622,['Nucleotide phosphorylase'],Homotetramer.,"['rmlA', 'SCLAV_2123']",4
B5GYY7,623,['Mannose-1-phosphate guanyltransferase'],Homotetramer.,"['mpg', 'SCLAV_0620']",4
B5GYY1,624,['mannose-6-phosphate isomerase'],Homotetramer.,[],4
B5GWR0,625,['[acyl-carrier-protein] S-malonyltransferase'],Homotetramer.,[],4
B5GQM0,626,['Malonyl CoA-acyl carrier protein transacylase'],Homotetramer.,"['fabD', 'SCLAV_1625']",4
E2Q1E0,627,['Transpeptidase'],Homotetramer.,[],4
Q83Z59,628,[],Homotetramer.,"['pbp2', 'SCLAV_4179']",4
B5GU69,629,['D-alanyl-D-alanine carboxypeptidase'],Homotetramer.,[],4
E2Q169,630,['D-alanyl-D-alanine carboxypeptidase'],Homotetramer.,[],4
E2Q8G8,631,['Putative penicillin-binding exported protein'],Homotetramer.,[],4
B5H2X3,632,['Malate dehydrogenase'],Homotetramer.,"['mdh', 'SCLAV_3742']",4
E2Q5I3,633,['Putative malate dehydrogenase'],Homotetramer.,[],4
E2Q599,634,['Malate oxidoreductase'],Homotetramer.,[],4
B5GZ64,635,['4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)'],Homotetramer.,"['ispG', 'SCLAV_4592']",4
B5GP17,636,"['2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase']",Homotrimer.,"['ispF', 'SCLAV_3226']",3
E2PWK0,637,['Flavin reductase-like protein'],Homotrimer.,"['cvm3', 'SCLAV_2928']",3
B5GP18,638,"['2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase', '4-diphosphocytidyl-2C-methyl-D-erythritol synthase', 'MEP cytidylyltransferase', 'MCT']",Homotrimer.,"['ispD', 'SCLAV_3225']",3
B5H007,639,"['2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase', '4-diphosphocytidyl-2C-methyl-D-erythritol synthase', 'MEP cytidylyltransferase', 'MCT']",Homotrimer.,"['ispD', 'SCLAV_1760']",3
B5H266,640,['Methionine import ATP-binding protein metN'],Homodimer. Forms a membrane-associated complex with FtsX.,[],2
B5H267,641,['ABC transporter permease protein'],Homodimer. Forms a membrane-associated complex with FtsX.,[],2
B5H268,642,['Lipoprotein'],Homodimer. Forms a membrane-associated complex with FtsX.,[],2
B5GX10,643,"['S-adenosylmethionine synthase', 'AdoMet synthase', 'MAT', 'Methionine adenosyltransferase']",Homotetramer; dimer of dimers.,"['metK', 'SCLAV_0705']",4
B5H2F7,644,['Methionine synthase'],Homotetramer; dimer of dimers.,[],4
B5GX93,645,['Thioredoxin'],Homotetramer; dimer of dimers.,"['trxA', 'SCLAV_2899']",4
E2Q4S7,646,['Magnesium transporter'],Homotetramer; dimer of dimers.,[],4
E2Q0G9,647,"['Possible diacylglycerol kinase, catalytic region']",Homotetramer; dimer of dimers.,[],4
B5GRS8,648,['inositol-phosphate phosphatase'],Homotetramer; dimer of dimers.,[],4
B5GXA2,649,['1L-myo-inositol-1-phosphate synthase'],Homotetramer; dimer of dimers.,"['ino', 'SCLAV_2890']",4
E2PZ55,650,['Secreted peptidase'],Homotetramer; dimer of dimers.,[],4
E2QA81,651,['Zinc protease'],Homotetramer; dimer of dimers.,[],4
E2QA00,652,['Transport systems inner membrane protein'],Homotetramer; dimer of dimers.,[],4
E2PZ06,653,"['Aminopeptidase N', 'Alanine aminopeptidase', 'Lysyl aminopeptidase']",Homotetramer; dimer of dimers.,[],4
B5GT19,654,['Putative M23-family secreted peptidase'],Homotetramer; dimer of dimers.,[],4
B5H3H9,655,['Peptidase'],Homotetramer; dimer of dimers.,[],4
E2PXY9,656,['Secreted transglycosylase'],Homotetramer; dimer of dimers.,[],4
E2PYA4,657,['Fatty acid-CoA racemase'],Homotetramer; dimer of dimers.,[],4
B5GL16,658,['Methylmalonyl-CoA epimerase'],Homotetramer; dimer of dimers.,[],4
B5GRU4,659,"['Methylmalonyl-CoA mutase, coenzyme B12-dependent alpha subunit']",Heterodimer of an alpha and a beta chain.,"['meaA', 'SCLAV_5059']",1
E2Q774,660,['methylmalonyl-CoA mutase'],Heterodimer of an alpha and a beta chain.,[],1
E2Q773,661,['Methylmalonyl-CoA mutase small subunit'],Heterodimer of an alpha and a beta chain.,"['mutA', 'SCLAV_0244']",1
D5SKI3,662,['methylmalonate-semialdehyde dehydrogenase (CoA acylating)'],Heterodimer of an alpha and a beta chain.,[],1
E2Q4D4,663,['methylmalonate-semialdehyde dehydrogenase (CoA acylating)'],Heterodimer of an alpha and a beta chain.,"['iolA', 'SCLAV_1899']",1
B5GZH9,664,['ABC transporter ATP-binding protein'],Heterodimer of an alpha and a beta chain.,[],1
E2Q2X2,665,['Putative ABC transporter ATPase and permease component'],Heterodimer of an alpha and a beta chain.,[],1
B5H0W0,666,['ABC transporter ATP-binding protein'],Heterodimer of an alpha and a beta chain.,[],1
E2Q1T3,667,['3-methyl-2-oxobutanoate hydroxymethyltransferase'],Homodecamer; pentamer of dimers.,"['panB', 'SCLAV_1482']",10
E2PVV6,668,"['Malto-oligosyltrehalose trehalohydrolase', 'MTHase', '4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase', 'Maltooligosyl trehalose trehalohydrolase']",Homodecamer; pentamer of dimers.,[],10
E2PVW2,669,['Alpha-amylase'],Homodecamer; pentamer of dimers.,[],10
E2Q7I3,670,['Putative molybdopterin biosynthesis protein'],Homodecamer; pentamer of dimers.,"['moaB', 'SCLAV_2316']",10
E2Q4X8,671,"['Molybdopterin synthase catalytic subunit 1', 'MPT synthase subunit 2 1', 'Molybdenum cofactor biosynthesis protein E 1', 'Molybdopterin-converting factor large subunit 1', 'Molybdopterin-converting factor subunit 2 1']",Heterotetramer of 2 MoaD subunits and 2 MoaE subunits. Also stable as homodimer. The enzyme changes between these two forms during catalysis.,"['moaE', 'SCLAV_4063']",2
B5GYU8,672,['MOSC domain-containing protein'],Heterotetramer of 2 MoaD subunits and 2 MoaE subunits. Also stable as homodimer. The enzyme changes between these two forms during catalysis.,[],2
E2Q3Z8,673,['Mycothiol S-conjugate amidase'],Monomer.,"['mca', 'SCLAV_3864']",1
E2PYR4,674,"['Mycothiol acetyltransferase', 'MSH acetyltransferase']",Monomer.,"['mshD', 'SCLAV_3174']",1
E2Q7J2,675,"['Purine nucleoside phosphorylase', 'PNP']",Homohexamer. Dimer of a homotrimer.,[],6
E2Q396,676,['Bifunctional protein FolD'],Homodimer.,"['folD', 'SCLAV_3739']",2
E2PZT8,677,['Methylenetetrahydrofolate reductase'],Homodimer.,[],2
B5GMA9,678,['Methylenetetrahydrofolate reductase'],Homodimer.,[],2
B5GKX9,679,['maltose alpha-D-glucosyltransferase'],Homodimer.,"['treS', 'SCLAV_4349']",2
E2Q6X2,680,['Maltokinase'],Monomer.,[],1
E2Q5D5,681,['Methylthioribose-1-phosphate isomerase'],Monomer.,"['eif', 'mtnA', 'SCLAV_2103']",1
E2PZ67,682,['L-alanine-DL-glutamate epimerase-like protein'],Monomer.,[],1
B5GSU7,683,['ABC-type xenobiotic transporter'],Monomer.,[],1
E2Q4W5,684,['NAD(+) diphosphatase'],Monomer.,[],1
E2Q7W0,685,['DNA ligase'],Monomer.,"['ligA', 'ligA3', 'SCLAV_4421']",1
B5GWG0,686,"['NADH-quinone oxidoreductase subunit N', 'NADH dehydrogenase I subunit N', 'NDH-1 subunit N']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoN1', 'nuoN', 'SCLAV_3577']",1
B5GWF8,687,['NADH-quinone oxidoreductase subunit L'],"NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoL1', 'SCLAV_3575']",1
B5GWF7,688,"['NADH-quinone oxidoreductase subunit K', 'NADH dehydrogenase I subunit K', 'NDH-1 subunit K']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoK1', 'nuoK', 'SCLAV_3574']",1
E2Q257,689,['NADH-quinone oxidoreductase subunit J'],"NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoJ1', 'SCLAV_3573']",1
E2Q256,690,"['NADH-quinone oxidoreductase subunit I', 'NADH dehydrogenase I subunit I', 'NDH-1 subunit I']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoI1', 'nuoI', 'nuoI2', 'SCLAV_3572']",1
B5GWF4,691,"['NADH-quinone oxidoreductase subunit H', 'NADH dehydrogenase I subunit H', 'NDH-1 subunit H']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoH1', 'nuoH', 'SCLAV_3571']",1
E2Q253,692,['NADH-quinone oxidoreductase subunit F'],"NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoF1', 'SCLAV_3569']",1
B5GWF1,693,"['NADH-quinone oxidoreductase subunit E', 'NADH dehydrogenase I subunit E', 'NDH-1 subunit E']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoE1', 'SCLAV_3568']",1
B5GWE9,694,"['NADH-quinone oxidoreductase subunit C', 'NADH dehydrogenase I subunit C', 'NDH-1 subunit C']","NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nuoC1', 'nuoC', 'SCLAV_3566']",1
B5GWE8,695,"['NADH-quinone oxidoreductase subunit B', 'NADH dehydrogenase I subunit B', 'NDH-1 subunit B']","NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nuoB1', 'nuoB', 'SCLAV_3565']",1
B5GWE7,696,"['NADH-quinone oxidoreductase subunit A', 'NADH dehydrogenase I subunit A', 'NDH-1 subunit A', 'NUO1']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoA1', 'nuoA', 'SCLAV_3564']",1
E2Q6F9,697,['Oxidoreductase'],"NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.",[],1
E2Q260,698,['NADH-quinone oxidoreductase subunit M'],"NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoM1', 'SCLAV_3576']",1
E2Q1D4,699,"['NADH-quinone oxidoreductase subunit D', 'NADH dehydrogenase I subunit D', 'NDH-1 subunit D']","NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nuoD1', 'nuoD', 'nuoD2', 'SCLAV_3567']",1
